open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1755129600000,201.5700,202.5500,201.2100,202.4100,307985.73,1755130499999,62200207.419000,35646,166716.28,33676873.183400,0
1755130500000,202.4200,203.9700,202.0000,203.6700,466270.12,1755131399999,94727368.589840,56758,218564.37,44421893.207840,0
1755131400000,203.6700,204.0000,201.6000,202.1400,544681.41,1755132299999,110522334.415590,66862,259160.16,52586273.953800,0
1755132300000,202.1300,202.2400,200.7400,201.5300,435957.32,1755133199999,87783112.595600,53323,193130.77,38892215.801600,0
1755133200000,201.5200,202.0100,200.6400,201.7400,346269.85,1755134099999,69677151.875800,46436,185357.11,37296511.420300,0
1755134100000,201.7500,203.3800,201.5800,203.3800,424595.16,1755134999999,85981573.002390,45859,241915.78,48985270.834090,0
1755135000000,203.3700,204.8000,202.8200,204.2600,536273.61,1755135899999,109485325.625890,57978,283772.77,57922677.807490,0
1755135900000,204.2700,204.8200,202.5600,202.7100,439287.68,1755136799999,89442433.821500,53087,189910.19,38672589.194800,0
1755136800000,202.7000,203.6400,202.3400,203.1400,332210.14,1755137699999,67458506.604400,39028,206376.00,41905145.102300,0
1755137700000,203.1400,203.1700,201.8200,202.5400,295993.78,1755138599999,59921694.975190,39175,135605.74,27456112.779600,0
1755138600000,202.5400,205.3400,202.3200,205.3100,596441.52,1755139499999,121867739.198370,63584,357688.74,73095573.052270,0
1755139500000,205.3100,208.3000,205.0700,207.3100,1628253.51,1755140399999,336431670.147500,179429,903356.31,186639903.428100,0
1755140400000,207.3100,207.4300,206.1800,206.8100,488649.06,1755141299999,101063746.889040,75505,246728.81,51028437.246500,0
1755141300000,206.8100,208.7300,206.7700,208.0500,573198.42,1755142199999,119233162.984580,99235,309061.29,64280408.634980,0
1755142200000,208.0500,208.4400,207.5100,208.1300,389160.48,1755143099999,80935009.193500,65565,183010.46,38069850.300700,0
1755143100000,208.1200,209.3600,207.7400,208.1100,468349.26,1755143999999,97688194.043500,71624,239536.98,49964946.964100,0
1755144000000,208.1100,208.4800,207.4300,207.5500,336628.61,1755144899999,69999055.634900,47091,146930.91,30553564.996600,0
1755144900000,207.5500,210.1000,207.5000,209.0300,604385.41,1755145799999,126499138.948530,72002,288523.00,60376774.219030,0
1755145800000,209.0300,209.7400,208.1000,209.5000,423071.94,1755146699999,88359004.667130,53061,212836.59,44461085.497400,0
1755146700000,209.5000,209.7900,208.3100,208.3700,347596.15,1755147599999,72639409.556000,53085,167478.30,35003515.331100,0
1755147600000,208.3700,210.0000,208.1200,208.4400,625269.83,1755148499999,130695820.123120,76352,315037.58,65870703.017440,0
1755148500000,208.4400,209.7100,208.2000,208.2700,453059.68,1755149399999,94679383.602300,56391,191510.94,40029706.283800,0
1755149400000,208.2800,208.5400,206.4300,206.8300,745082.85,1755150299999,154586891.268440,87391,291363.71,60460564.393600,0
