open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1773532800000,71174.40,71186.80,70912.80,70950.40,2792.203,1773536399999,198343234.84400,86893,1212.117,86106203.73430,0
1773536400000,70950.50,71000.00,70815.70,70960.80,2167.676,1773539999999,153739133.89840,65414,1016.698,72107703.50830,0
1773540000000,70960.80,71599.90,70960.80,71404.40,8104.479,1773543599999,578048382.12330,181748,4666.943,332859454.12490,0
1773543600000,71404.30,71489.60,71166.30,71314.80,4055.312,1773547199999,289243575.55910,98817,1672.836,119327297.39040,0
1773547200000,71314.80,71629.60,71277.10,71546.30,4456.508,1773550799999,318644310.46670,111144,2526.831,180658803.18500,0
1773550800000,71546.40,71750.00,71428.10,71448.60,5405.750,1773554399999,386984874.16010,121507,2753.024,197104251.65180,0
1773554400000,71448.50,71549.00,71343.50,71415.20,2755.295,1773557999999,196810021.58470,71549,1139.540,81402880.06010,0
1773558000000,71415.10,71626.10,71370.00,71420.80,3413.868,1773561599999,244119051.89900,83426,1741.359,124514571.97430,0
1773561600000,71420.80,71679.90,71420.80,71674.80,3017.447,1773565199999,215931527.50080,84268,1747.926,125089409.49160,0
1773565200000,71674.90,71897.90,71651.70,71751.30,6049.378,1773568799999,434320152.66590,132536,3323.878,238649865.54990,0
1773568800000,71751.30,71878.90,71676.00,71740.60,1908.317,1773572399999,136970385.88600,65071,959.019,68838509.47410,0
1773572400000,71740.50,71850.00,71612.40,71800.00,3127.999,1773575999999,224344157.03510,72006,1667.852,119628830.77250,0
1773576000000,71800.10,71800.10,71526.90,71578.80,2657.858,1773579599999,190394128.09120,69726,1155.844,82797320.31900,0
1773579600000,71578.80,71650.00,71220.10,71575.30,10762.788,1773583199999,768468389.70310,211847,5548.418,396174046.23450,0
1773583200000,71575.30,71600.10,71311.00,71588.00,3755.556,1773586799999,268416040.56380,97951,1911.524,136601410.07750,0
1773586800000,71588.00,71590.00,71375.70,71444.40,2293.764,1773590399999,163981537.68860,69670,1041.015,74421833.88390,0
1773590400000,71444.40,71556.40,71275.00,71405.50,3825.282,1773593999999,273064417.49630,99538,1817.515,129738700.84590,0
1773594000000,71405.50,71971.80,71373.30,71788.00,5865.921,1773597599999,420619228.76240,115244,3792.165,271994980.39140,0
1773597600000,71787.90,71856.00,71275.00,71346.80,4854.116,1773601199999,347417345.84280,122498,2269.770,162507471.54010,0
1773601200000,71346.70,71547.70,71300.00,71515.20,2570.180,1773604799999,183564579.33420,77768,1437.166,102642559.24520,0
1773604800000,71515.20,71899.60,71396.40,71690.10,3727.199,1773608399999,267257697.54820,100351,1891.519,135637796.87630,0
1773608400000,71690.00,72200.00,71587.60,72074.60,6268.383,1773611999999,451184841.99040,156916,3789.216,272740897.05750,0
1773612000000,72074.60,73130.20,71681.40,72715.60,17191.267,1773615599999,1244728090.79200,372010,10330.246,748308781.28300,0
1773615600000,72715.70,73199.90,72376.20,72778.90,15447.696,1773619199999,1123854267.56870,377679,7516.939,547030806.51400,0
