open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1753315200000,118713.40,118750.50,118588.60,118588.60,962.911,1753315499999,114293958.64600,12428,483.385,57378466.78770,0
1753315500000,118588.70,118719.80,118529.50,118692.20,260.244,1753315799999,30870030.62590,6896,143.942,17074022.23630,0
1753315800000,118692.30,118760.00,118675.60,118702.50,339.636,1753316099999,40324467.85160,7700,182.654,21686608.94690,0
1753316100000,118702.60,118865.10,118622.40,118865.10,744.790,1753316399999,88445897.62530,12082,520.645,61832045.25540,0
1753316400000,118865.00,118900.00,118853.10,118883.10,476.174,1753316699999,56610991.82410,8534,342.327,40698564.62090,0
1753316700000,118883.10,119067.00,118800.40,118991.50,1666.525,1753316999999,198209484.40890,15777,1149.991,136774976.95430,0
1753317000000,118991.60,119059.20,118857.10,119059.20,577.536,1753317299999,68712386.03840,10849,298.057,35461560.25450,0
1753317300000,119059.20,119102.40,119009.80,119072.60,578.157,1753317599999,68839669.77550,10096,290.507,34590354.52910,0
1753317600000,119072.60,119072.60,118980.20,119014.20,243.757,1753317899999,29015643.95360,5586,79.798,9498558.76050,0
1753317900000,119014.20,119014.20,118871.50,118999.90,265.478,1753318199999,31576890.25600,5874,135.223,16084830.29610,0
1753318200000,119000.00,119071.50,118999.90,119028.00,226.972,1753318499999,27017896.04620,5188,120.094,14295008.95700,0
1753318500000,119028.00,119028.10,118974.70,119024.00,131.052,1753318799999,15595109.15320,3822,48.282,5745280.26800,0
1753318800000,119024.00,119030.50,118975.00,118975.00,199.031,1753319099999,23686578.62890,5055,86.360,10277748.34630,0
1753319100000,118975.10,119003.90,118839.70,118861.30,229.932,1753319399999,27342747.22070,5839,94.064,11186114.34830,0
1753319400000,118861.30,118920.00,118802.30,118827.60,254.319,1753319699999,30226930.00790,5779,125.214,14883054.35550,0
1753319700000,118827.70,118982.30,118827.60,118928.20,155.893,1753319999999,18534982.85830,4702,89.336,10622266.27840,0
1753320000000,118928.20,119000.20,118869.10,118974.00,656.115,1753320299999,78028939.09650,7629,539.728,64185734.00480,0
1753320300000,118974.00,118978.00,118922.10,118931.70,135.836,1753320599999,16157320.03320,3523,70.784,8419401.66730,0
1753320600000,118931.70,118945.60,118846.10,118846.10,172.495,1753320899999,20509235.06510,4927,73.264,8710878.59690,0
