open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1769212800000,127.3700,127.6800,127.3000,127.3200,193288.58,1769216399999,24633767.142400,33094,104157.82,13274060.199000,0
1769216400000,127.3300,127.4900,127.2200,127.4800,136834.05,1769219999999,17428277.438000,26134,77121.36,9823047.237100,0
1769220000000,127.4800,127.7200,127.4100,127.6400,186201.62,1769223599999,23750801.613200,26435,95660.19,12202195.493300,0
1769223600000,127.6500,128.0500,127.5200,127.8200,267181.21,1769227199999,34159694.020400,35548,140605.06,17976891.866600,0
1769227200000,127.8200,128.0400,127.6200,127.7700,171111.65,1769230799999,21872729.470200,29002,83221.64,10639306.077700,0
1769230800000,127.7800,127.8200,127.5600,127.7300,102025.40,1769234399999,13027541.327200,22050,40262.03,5141339.809300,0
1769234400000,127.7300,127.7600,127.4600,127.5800,93799.33,1769237999999,11967325.471000,19155,35468.48,4525188.518800,0
1769238000000,127.5700,127.6100,127.0000,127.0500,299187.30,1769241599999,38069237.944200,32465,121847.09,15502939.228300,0
1769241600000,127.0600,127.3400,126.9300,127.3000,228942.73,1769245199999,29102673.801100,26787,125040.73,15895605.184600,0
1769245200000,127.3000,127.3100,126.9400,127.0500,172885.85,1769248799999,21972126.876300,23851,84401.92,10726461.607300,0
1769248800000,127.0500,127.2000,126.8600,127.1300,173152.95,1769252399999,21997473.344200,23681,85324.19,10840938.131900,0
1769252400000,127.1300,127.3400,127.0500,127.1200,169393.81,1769255999999,21546940.208300,23411,82809.50,10534042.844100,0
1769256000000,127.1200,127.3200,127.0200,127.2400,154101.19,1769259599999,19598674.096600,22465,73888.23,9397743.373000,0
1769259600000,127.2500,127.2500,126.8600,126.8700,192837.54,1769263199999,24505655.409800,25299,69023.65,8772739.201700,0
1769263200000,126.8600,127.2100,126.7500,127.1100,300362.62,1769266799999,38144027.055900,38776,144646.84,18371891.325900,0
1769266800000,127.1100,127.3400,126.7200,126.7800,260514.80,1769270399999,33091246.640500,31544,121575.80,15445667.865700,0
1769270400000,126.7700,127.0600,126.5600,126.9300,294690.90,1769273999999,37359459.722700,39471,134963.31,17112484.404500,0
1769274000000,126.9400,127.2100,126.8800,127.1800,175660.15,1769277599999,22321834.222000,24950,81254.21,10324514.512700,0
1769277600000,127.1800,127.3900,127.1000,127.3000,168665.63,1769281199999,21461619.093000,23909,79649.73,10135295.861800,0
1769281200000,127.3100,127.4300,127.1600,127.2200,177746.90,1769284799999,22625118.513300,24136,68716.32,8747538.953500,0
1769284800000,127.2100,127.4200,127.1900,127.2100,90575.53,1769288399999,11531160.460600,18973,34948.02,4449307.384000,0
1769288400000,127.2200,127.2700,127.0200,127.0800,121967.39,1769291999999,15507396.439500,20097,50906.80,6472850.018600,0
1769292000000,127.0900,127.6500,127.0700,127.5500,226735.30,1769295599999,28885906.811400,27133,132123.28,16831668.898600,0
1769295600000,127.5600,127.6800,127.1000,127.1300,160856.64,1769299199999,20480907.065500,25535,65013.62,8278364.415400,0
