open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1754006400000,115697.30,116000.00,112660.00,113244.80,221282.099,1754092799999,25374879723.77360,4671690,106416.826,12205698734.14290,0
