open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1775779200000,2188.92,2196.38,2180.34,2193.96,129828.811,1775782799999,284114102.13345,233989,64460.060,141083084.33477,0
1775782800000,2193.96,2203.19,2173.81,2193.49,214222.249,1775786399999,469533668.92341,296292,102080.288,223831299.71762,0
1775786400000,2193.49,2197.78,2185.64,2187.94,71478.327,1775789999999,156646145.23654,130173,34500.668,75614101.28967,0
1775790000000,2187.94,2191.39,2181.42,2185.16,66724.914,1775793599999,145849508.03511,109911,32408.345,70840731.46959,0
1775793600000,2185.16,2198.32,2184.79,2194.62,72171.175,1775797199999,158075354.66918,105545,38536.887,84405990.65197,0
1775797200000,2194.62,2202.67,2191.44,2196.05,83946.255,1775800799999,184501664.50995,112549,43548.155,95725199.17873,0
1775800800000,2196.04,2197.67,2182.91,2185.26,95348.443,1775804399999,208690252.08081,125217,46907.417,102660417.27234,0
1775804400000,2185.25,2187.50,2175.25,2178.63,126805.079,1775807999999,276756184.21544,138048,58133.408,126875900.29575,0
1775808000000,2178.62,2189.40,2176.04,2184.68,119289.301,1775811599999,260354659.51203,132041,65187.909,142266650.77574,0
1775811600000,2184.68,2197.00,2184.68,2195.19,120859.565,1775815199999,264925092.46735,153368,65103.455,142716492.36412,0
1775815200000,2195.19,2197.26,2189.30,2196.00,74357.620,1775818799999,163070160.96018,95830,40729.718,89320474.54085,0
1775818800000,2195.99,2223.00,2195.83,2214.72,297585.860,1775822399999,658390510.51675,289605,151571.865,335300008.58934,0
1775822400000,2214.71,2227.85,2206.77,2217.86,316106.687,1775825999999,701178037.44422,350111,156081.269,346262436.05694,0
1775826000000,2217.86,2224.23,2207.20,2221.65,178308.846,1775829599999,395039870.74541,307839,87745.613,194427885.82740,0
1775829600000,2221.64,2252.99,2218.69,2241.17,537846.025,1775833199999,1204800970.70476,623037,281802.378,631254912.07540,0
1775833200000,2241.17,2257.55,2219.10,2223.23,363012.847,1775836799999,811891754.57326,432523,172702.079,386444566.64709,0
1775836800000,2223.23,2246.00,2220.03,2244.00,224797.552,1775840399999,502403932.81933,346143,120531.651,269375177.75760,0
1775840400000,2243.99,2248.00,2237.65,2247.18,114317.897,1775843999999,256386029.00538,186838,59637.602,133773346.41104,0
1775844000000,2247.17,2250.62,2237.51,2248.01,90930.905,1775847599999,204141745.98430,151937,46606.626,104646373.83498,0
1775847600000,2248.00,2254.67,2242.00,2251.80,97396.971,1775851199999,219009558.97775,139051,49376.995,111052629.01813,0
1775851200000,2251.80,2255.89,2241.48,2254.04,129834.964,1775854799999,292195911.88529,170911,71555.006,161076507.14846,0
1775854800000,2254.03,2254.55,2240.31,2253.72,84589.717,1775858399999,190163452.87030,118444,38779.235,87168048.85790,0
1775858400000,2253.72,2254.14,2233.74,2241.20,109250.856,1775861999999,244949639.88880,125295,45835.271,102750624.69863,0
1775862000000,2241.21,2244.42,2238.08,2243.90,45295.612,1775865599999,101536108.85998,69393,24127.563,54086164.70831,0
